Antioxidant;Antioxidans
Bundle of Kent;Bündel von Kent
Burn centers;Burn-Zentren
Burning tongue;Brennende Zunge
Busacca nodules;Busacca Knötchen
Buschke–Fischer–Brauer disease;Buschke-Fischer-Brauer-Krankheit
Buschke–Löwenstein tumor;Buschke-Löwenstein-tumor
Bushke disease;Bushke Krankheit
CAP syndrome;CAP-Syndrom
CDO syndrome;CDO-Syndrom
CEDNIK syndrome;CEDNIK-Syndrom
CHIME syndrome;CHIME-Syndrom
CIOMS Guidelines;CIOMS-Richtlinien
CNS;CNS
CNTO 328;CNTO 328
C syndrome;C-Syndrom
Cadastral gene;Kataster-gen
Calabar swelling;Calabar Schwellungen
Calcaneal petechiae;Tuber petechiae
Calcifying aponeurotic fibroma;Verkalkung aponeurotic Fibrom
Calcifying epithelioma of Malherbe;Verkalkung epithelioma von Malherbe
Calcinosis–Raynaud phenomenon–esophageal dysmotility–sclerodactyly–telangiectasia syndrome;Calcinosis-Raynaud-Phänomen-ösophagus dysmotility-sclerodactyly-telangiectasia-Syndrom
California Health Benefit Exchange;Kalifornien Nutzen Für Die Gesundheit Exchange
California disease;Kalifornien Krankheit
Calomel disease;Kalomel-Krankheit
Canadian Cystic Fibrosis Foundation;Canadian Cystic Fibrosis Foundation
Canal of Hering;Kanal von Hering
Cancer Cell;Krebs-Zelle
Cancer patient;Krebs-Patienten
Cancer previvor;Krebs previvor
Cancer prostatae;Krebs prostatae
Candida leukoplakia;Candida Leukoplakie
Candidal paronychia;Candidal Paronychie
Canker sores;Canker sores
Cannon's disease;Cannon ' s disease
Capillary malformation;Kapilläre malformation
Capnograph;Capnograph
Carbon dioxide tension;Kohlendioxid Spannung
Carcinoma cuniculatum;Karzinom cuniculatum
Cardiac sonographer;Herz-Untersucher
Cardiac steal syndrome;Herz-steal-Syndrom
Cardio-facio-cutaneous syndrome;Cardio-facio-Haut-Syndrom
Cardiocutaneous syndrome;Cardiocutaneous-Syndrom
Cardiol. Rev.;Cardiol. Rev.
Cardiol Rev;Cardiol Rev
Cardiology in Review.;Kardiologie im Review.
Caripito itch;Caripito Jucken
Carmustine implant;Carmustin-Implantat
Carotenemia;Carotenemia
Carvajal syndrome;Carvajal-Syndrom
Cat scratch fever;Cat scratch fever
Catecholamine reuptake inhibitor;Katecholamin-Wiederaufnahme-Hemmer
Caterpillar dermatitis;Caterpillar dermatitis
Caudal dysplasia;Schwanz-Dysplasie
Caudal dysplasia sequence;Schwanz-Dysplasie-Sequenz
Cave disease;Höhle Krankheit
Cellular blue nevus;Zelluläre blauer Nävus
Center for Mental Health Services;Zentrum für Psychische Gesundheit Dienstleistungen
Center for Rehabilitation of Pain Syndromes;Zentrum für Rehabilitation von Schmerzsyndromen
Center for the Study of Traumatic Encephalopathy;Center for the Study of Traumatische Enzephalopathie
Central hearing loss;Zentrale Schwerhörigkeit
Central papillary atrophy;Zentrale papillären Atrophie
Central pontine myelinosis;Zentrale pontine myelinosis
Centrifugal lipodystrophy;Zentrifugal-Lipodystrophie
Cephalic brain-like heterotopia;Schädel-Hirn-wie heterotopie
Cephalothoracic lipodystrophy;Cephalothoracic Lipodystrophie
Cercarial dermatitis;Cercarial dermatitis
Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy syndrome;Cerebral autosomal dominant arteriopathy with subcortical infarcts und leukoenzephalopathie-Syndrom
Cerebral ventriculography;Zerebrale ventriculography
Cerebrotendinous xanthomatosis;Cerebrotendinous xanthomatosis
Ceruminoma;Ceruminoma
Cervical accessory tragus;Gebärmutterhalskrebs Zubehör tragus
Cervical spinal stenosis;Zervikale Spinalkanalstenose
Cervical squamous intraepithelial neoplasia 2;Gebärmutterhalskrebs Plattenepithelkarzinome intraepitheliale Neoplasie 2
Chalazoderma;Chalazoderma
Chandelier neuron;Kronleuchter neuron
Chapped lips;Rissige Lippen
Charcot–Marie–Tooth disease with palmoplantar keratoderma and nail dystrophy;Charcot-Marie-Tooth-Krankheit mit palmoplantare keratoderma und nageldystrophie
Cheilitis exfoliativa;Cheilitis exfoliativa
Cheilitis glandularis;Cheilitis glandularis
Cheiropompholyx;Cheiropompholyx
Chemical makeup of the human body;Chemischer Aufbau des menschlichen Körpers
Cherry angioma;Cherry angioma
Cherry angiomas;Cherry Angiome
Cheveux incoiffable;Cheveux incoiffable
Cheyletiella dermatitis;Cheyletiella dermatitis
Chiclero ulcer;Chiclero Geschwür
Chief complaint;Chef der Beschwerde
Chigger bite;Chigger Biss
Chigoe flea bite;Chigoe floh beißen
Chikungunya fever;Chikungunya-Fieber
Chilblain lupus erythematosus of Hutchinson;Chilblain lupus erythematodes von Hutchinson
Childhood dermatomyositis;Kindheit dermatomyositis
Childhood discoid lupus erythematosus;Kindheit diskoider lupus erythematodes
Childhood linear IgA disease;Kindheit lineare IgA-Krankheit
Childhood systemic lupus erythematosus;Kindheit systemischen lupus erythematodes
Childhood type of generalized eruption of cutaneous mastocytosis;Kindheit Typ der generalisierten Ausbruch des kutanen Mastozytose
Chili burn;Chili brennen
Chloasma faciei;Chloasma faciei
Chloroma;Chloroma
Choledocholithiasis;Choledocholithiasis
Cholera epidemic of 1831;Cholera-Epidemie von 1831
Cholestasis of pregnancy;Cholestase der Schwangerschaft
Cholesterol embolus;Cholesterin embolus
Chondrodermatitis nodularis helicis;Chondrodermatitis nodularis helicis
Chondrodystrophia calcificans punctata;Chondrodystrophia calcificans punctata
Chondroid syringoma;Chondroid syringoma
Chondroma of soft parts;Chondroma der weichen Teile
Christ–Siemens–Touraine syndrome;Christ-Siemens-Touraine-Syndrom
Chromatophore nevus of Naegeli;Chromatophore Muttermal von Nägeli
Chrome dermatitis;Chrom-dermatitis
Chromidrose plantaire;Chromidrose plantaire
Chromomycosis;Chromomycosis
Chronic bullous disease of childhood;Chronische bullöse Erkrankungen der kindheit
Chronic cheek biting;Chronische Wange beißen
Chronic cheek chewing;Chronische Wange kauen
Chronic cicatrix keratosis;Chronische cicatrix Keratose
Chronic erythema nodosum;Chronische erythema nodosum
Chronic granulomatous disorder;Chronische granulomatöse Erkrankung
Chronic guttate parapsoriasis;Chronische guttata parapsoriasis
Chronic infantile neurologic cutaneous and articular syndrome;Chronic infantile neurologische Haut-und Gelenk-Syndrom
Chronic insulin treatment;Chronische insulin-Behandlung
Chronic monocytic leukemia;Chronische monozytäre Leukämie
Chronic panniculitis with lipomembranous changes;Chronische pannikulitis mit lipomembranous änderungen
Chronic paronychia;Chronische Paronychie
Chronic photosensitivity dermatitis;Chronische dermatitis Lichtempfindlichkeit
Chronic pityriasis lichenoides;Chronische pityriasis lichenoides
Chronic radiation keratosis;Chronische Strahlung Keratose
Chronic radiodermatitis;Chronische radiodermatitis
Chronic stationary psoriasis;Chronisch-stationären psoriasis
Chronic superficial dermatitis;Chronische oberflächliche Hautentzündung
Chronic ulcerative stomatitis;Chronische Colitis Entzündung der Mundschleimhaut
Chronic upper facial erythematous edema;Chronische oberen Gesichts-erythematöse ödem
Chronic urticaria;Chronische Urtikaria
Chronic urticaria as a manifestation of venulitis;Chronische Urtikaria als eine manifestation des venulitis
Chylomicronemia;Chylomicronemia
Chylomicronemia syndrome;Chylomicronemia-Syndrom
Cicatricial basal cell carcinoma;Narbige Basalzellkarzinom
Cicatricial junctional epidermolysis bullosa;Narbige epidermolysis bullosa junctionalis
Ciclosporin-induced folliculodystrophy;Ciclosporin-induzierte folliculodystrophy
Cimicosis;Cimicosis
Cingulate gyrus;Gyrus cinguli
Circ. Res.;Circ. Aufl.
Circ Res;Circ Res
Circ Res.;Circ Res.
Circulation, American Heart Foundation;Auflage, American Heart Foundation
Circulation, Journal of the American heart association;Auflage, Journal of the American heart association
Circulation Res.;Auflage Aufl.
Circulation Research, Journal of the American Heart Assciation;Circulation Research, Journal of the American Heart Assciation
Circulation Research.;Circulation Research.
Circulation Research Journal;Circulation Research Zeitschrift
Circulation research;Circulation research
Cladosporiosis;Cladosporiosis
Clark's nevus;Clarks Muttermal
Classic Kaposi sarcoma;Klassische Kaposi-Sarkom
Classic basal cell carcinoma;Klassische Basalzellkarzinom
Classic porokeratosis;Klassische porokeratosis
Clear-cell squamous-cell carcinoma;Klar-Zell-squamösen-Zell-Karzinom
Clear cell carcinoma of the skin;Klar Zell-Karzinom der Haut
Clear cell hidradenoma;Klar Zelle hidradenoma
Climacteric keratoderma;Klimakterische keratoderma
Climatic bubo;Klimatische bubo
Clinical Decision Unit;Klinische Entscheidung Einheit
Clinical lancing;Klinische stechhilfen
Clinical latency;Klinische Latenz
Clinicaltrials.gov;Clinicaltrials.gov
Clitoral body;Klitoris-Körper
Clitorism;Clitorism
Clostridial myonecrosis;Clostridial myonecrosis
Clouston syndrome;Clouston-Syndrom
Cobalt dermatitis;Kobalt dermatitis
Coccidioidal granuloma;Coccidioidal Granulom
Cockayne syndrome complex;Cockayne-Syndrom Komplex
Cold hemagglutinin disease;Kalt Hämagglutinin Krankheit
Cold panniculitis;Kalt pannikulitis
Collagenoma;Collagenoma
Collodion baby;Kollodium baby
Colloid milium;Kolloid milium
Colobomas of the eye–heart defects–ichthyosiform dermatosis–mental retardation–ear defects syndrome;Colobomas der eye-Herzfehler-ichthyosiforme Dermatose-geistige Behinderung-ear-Mängel-Syndrom
Colonic inertia;Colon-Trägheit
Colored sweat;Farbigen Schweiß
Colposcopic biopsy;Kolposkopische Biopsie
Comedo nevus;Mitesser Muttermal
Common acquired melanocytic nevus;Gemeinsame erworben melanocytic Muttermal
Common blue nevus;Gemeinsame blauer Nävus
Complement deficiency syndromes;Ergänzen Mangel-Syndrome
Composite hemangioendothelioma;Composite hämangioendotheliom
Compression pump;Kompression Pumpe
Computational vision;Computational vision
Computerised CBT;EDV-CBT
Computerised Corneal Topography;EDV-Hornhaut-Topographie
Concussions in Canadian football;Gehirnerschütterungen in der Canadian football
Concussions in female sport;Gehirnerschütterungen in der weiblichen sport
Concussions in female sports;Gehirnerschütterungen in der weiblichen Sport
Concussions in gridiron football;Gehirnerschütterungen in gridiron football
Concussions in sports;Gehirnerschütterungen im Sport
Concussions in women's sport;Gehirnerschütterungen in der Frauen-sport
Concussions in women's sports;Gehirnerschütterungen in Frauen Sport
Condylomata acuminata;Condylomata acuminata
Confluent and reticulated papillomatosis of Gougerot and Carteaud;Konfluent und vernetztes Papillomatose der Gougerot und Carteaud
Congenital absence of skin;Angeborenes fehlen der Haut
Congenital absence of the fibula;Angeborenes fehlen der Fibel
Congenital auricular fistula;Angeborene Ohrmuschel Fistel
Congenital constriction bands;Angeborene Verengung bands
Congenital cutaneovisceral angiomatosis with thrombocytopenia;Angeborene cutaneovisceral angiomatose mit Thrombozytopenie
Congenital dermal melanocytosis;Angeborene dermal melanocytosis
Congenital endothelial dystrophy type 1;Angeborene Endothelzellen Dystrophie Typ 1
Congenital endothelial dystrophy type 2;Angeborene Endothelzellen Dystrophie Typ 2
Congenital erythropoietic porphyria;Kongenitale erythropoetische Porphyrie
Congenital fascial dystrophy;Angeborene Faszien-Dystrophie
Congenital generalized fibromatosis;Angeborene generalisierte fibromatosis
Congenital generalized phlebectasia;Angeborene generalisierte phlebectasia
Congenital hemangiopericytoma;Angeborene hemangiopericytoma
Congenital hemidysplasia with ichthyosiform erythroderma and limb defects syndrome;Angeborene hemidysplasia mit ichthyosiforme erythrodermie, Körper und Gesundheit Mängel-Syndrom
Congenital hypertrichosis lanuginosa;Angeborene hypertrichosis lanuginosa
Congenital melanosis bulbi;Angeborene Melanose bulbi
Congenital multicentric fibromatosis;Angeborene multizentrisch fibromatosis
Congenital nevomelanocytic nevus;Angeborene nevomelanocytic Muttermal
Congenital non-progressive hemangioma;Angeborene nicht-progressiven Hämangiom
Congenital poikiloderma with blisters and keratoses;Angeborene poikiloderma mit Blasen und Keratosen
Congenital poikiloderma with bullae and progressive cutaneous atrophy;Angeborene poikiloderma mit bullae und progressive Haut-Atrophie
Congenital preauricular fistula;Angeborene Fistel preauricular
Congenital sacral agenesis;Angeborene sacral-agenesie
Congenital scars;Angeborene Narben
Congenital sinus of the lower lip;Angeborene sinus der Unterlippe
Congestion eczema;Staus Ekzeme
Conradi–Hünermann–Happle syndrome;Conradi-Hünermann-Happle-Syndrom
Contact lichenoid reaction;Kontakt lichenoide Reaktionen
Contact urticaria;Kontakt-Urtikaria
Contagious pustular dermatosis;Ansteckend pustulöse Dermatose
Continual peeling skin syndrome;Kontinuierliche peeling-skin-Syndrom
Continuous peripheral nerve block;Kontinuierliche periphere Nervenblockade
Contraception;Empfängnisverhütung
Contragestion;Contragestion
Contrast sensitivity;Kontrast-Empfindlichkeit
Convalescence home;Rekonvaleszenz nach Hause
Convergence (eye);Konvergenz (Auge)
Coprosterol;Coprosterol
Cordoma;Cordoma
Corneal dystrophy of Bowman layer, type II;Hornhaut-Dystrophie der Bowman-Schicht, Typ II
Cornu cutaneum;Cornu cutaneum
Corpus calosum;Korpus calosum
Corpus colosum;Korpus colosum
Cosmetic acne;Kosmetik-Akne
Cosmetic dermatitis;Kosmetik-dermatitis
Cosmetic intolerance syndrome;Kosmetik-Intoleranz-Syndrom
Cowchock Wapner Kurtz syndrome;Cowchock Wapner Kurtz-Syndrom
Cowden's disease;Cowden-Krankheit
Crabs;Krabben
Cranial arteritis;Cranio-Arteriitis
Cranio-carpo-tarsal syndrome;Cranio-carpo-Fußwurzel-Syndrom
Creatinine clearance;Kreatinin-clearance
Creeping eruption;Creeping eruption
Crito (physician);Crito (Arzt)
Cronkhite-Canada syndrome;Cronkhite-Canada-Syndrom
Cross–McKusick–Breen syndrome;Cross-McKusick-Breen-Syndrom
Crotch itch;Schritt Jucken
Crow–Fukase syndrome;Krähe-Fukase-Syndrom
Crusted scabies;Verkrustete Krätze
Cteph;Cteph
Currant jelly stool;Johannisbeer-Gelee Hocker
Cushing's triad;Cushing-Triade
Cutaneous Müllerian cyst;Haut-Müllerian Zyste
Cutaneous anthrax infection;Hautmilzbrand-Infektion
Cutaneous apudoma;Kutane apudoma
Cutaneous columnar cysts;Kutane säulenförmig Zysten
Cutaneous leukocytoclastic angiitis;Kutane leukocytoclastic angiitis
Cutaneous leukocytoclastic vasculitis;Kutane Vaskulitis leukocytoclastic
Cutaneous lobular neuromyxoma;Haut-lappig neuromyxoma
Cutaneous lymphoid hyperplasia with bandlike and perivascular patterns;Haut-lymphoide Hyperplasie mit bandlike und perivaskulären Muster
Cutaneous lymphoid hyperplasia with nodular pattern;Haut-lymphoide Hyperplasie mit Kugelgraphit Muster
Cutaneous mucinosis of infancy;Kutane mucinosis der kindheit
Cutaneous myelofibrosis;Kutane Myelofibrose
Cutaneous necrotizing venulitis;Haut-nekrotisierende venulitis
Cutaneous papilloma;Kutanen HPV
Cutaneous primary complex;Primäre kutane Komplex
Cutaneous tag;Haut-tag
Cutaneous tuberculosis;Haut-Tuberkulose
Cutis aplasia;Cutis Aplasie
Cutis hyperelastica;Cutis hyperelastica
Cyanocobalamin deficiency;Cyanocobalamin-Mangel
Cybermedicine;Cybermedizin
Cystic basal cell carcinoma;Zystische Basalzellkarzinom
Cystic chondromalacia;Zystische Chondromalazie
Cystic papilloma;Zystische papilloma
Cystitis;Zystitis
Cytapheresis;Cytapheresis
Cytomegalic inclusion disease;Cytomegalic Einbeziehung Krankheit
Cytophagic histiocytic panniculitis;Cytophagic histiocytic pannikulitis
DNA computing (2013);DNA-computing (2013)
DNA digital data storage device;DNA-digital data storage device
DNA digital information storage;DNA-digitale Speicherung von Informationen
Dabska-type hemangioendothelioma;Dabska-Typ hämangioendotheliom
Dabska tumor;Dabska tumor
Dactylolysis spontanea;Dactylolysis spontanea
Dalrymple sign;Dalrymple-Zeichen
Darier–Roussy disease;Darier-Krankheit Roussy
Darier–Roussy sarcoid;Darier-Roussy sarkoid
Darier–White disease;Darier-Krankheit Weiß
Dark dot disease;Dunkle Punkt Krankheit
Darling's disease;Darling-Krankheit
Dartoic leiomyoma;Dartoic Leiomyom
Davis Colley disease;Davis Colley Krankheit
De Grouchy syndrome;De-Grouchy-Syndrom
De Morgan spot;De-Morgan-spot
Dead finger;Tote finger
Deadspace (in breathing apparatus);"Dead Space " (Pressluftatmer)
Death of old age;Der Tod des Alters
Decomposition of movement;ZERLEGUNG der Bewegung
Decubitus ulcer;Dekubitus Ulcus
Deep granuloma annulare;Tief Granulom annulare
Deep gyrate erythema;Tief Kreisen Erythem
Deep penetrating nevus;Tief eindringende Muttermal
Deep venous thrombosis;Die Tiefe Beinvenenthrombose
Deer fly fever;Hirsch Fliegen Fieber
Defibrinating syndrome;Defibrinating-Syndrom
Degenerative collagenous plaques of the hand;Degenerative kollagenen plaques der hand
Degos' disease;Degos' Krankheit
Degos acanthoma;Degos acanthoma
Dejerine Sottas syndrome;Dejerine Sottas-Syndrom
Delayed pressure urticaria;Verzögert Druck Urtikaria
Delhi boil;Delhi Kochen
Delleman–Oorthuys syndrome;Delleman-Oorthuys-Syndrom
Delusions of parasitosis;Wahnvorstellungen von Parasitosen
Dengue;Dengue-Fieber
Dental sinus;Dental sinus
Depapillation;Depapillation
Dercum's disease;Dercum ' s disease
Dermal dendrocytoma;Dermal dendrocytoma
Dermal duct tumor;Dermal Kanal tumor
Dermal eccrine cylindroma;Dermal ekkrinen cylindroma
Dermal melanocyte hamartoma;Dermal Melanozyten hamartoma
Dermal melanocytoma;Dermal melanocytoma
Dermal melanocytosis;Dermal melanocytosis
Dermasurgery;Dermasurgery
Dermatitis artefacta;Dermatitis artefacta
Dermatitis exfoliativa;Dermatitis exfoliativa
Dermatitis from metals and metal salts;Dermatitis von Metallen und Metall-Salze
Dermatitis papillaris capillitii;Dermatitis papillaris capillitii
Dermatitis plantaris sicca;Dermatitis plantaris sicca
Dermatitis psoriasiformis nodularis;Dermatitis psoriasiformis nodularis
Dermatitis repens Crocker;Dermatitis repens Crocker
Dermatochalasia;Dermatochalasia
Dermatofibroma;Histiozytom
Dermatofibrosis lenticularis disseminata;Dermatofibrosis lenticularis disseminata
Dermatographism;Dermatographism
Dermatoheliosis;Dermatoheliosis
Dermatological lesions;Dermatologische Läsionen
Dermatolysis;Dermatolysis
Dermatomegaly;Dermatomegaly
Dermatomycosis furfuracea;Dermatomycosis furfuracea
Dermatopathia pigmentosa reticularis hyperkeratotica et mutilans;Dermatopathia pigmentosa reticularis hyperkeratotica et mutilans
